model,country,template_id,party,answered_stats_model,total_stats,answered_stats_party,answered_stats_party_and_model,rile,n_matches
GPT3.5-turbo-20b,pl,19,lew+wio+sld,12,20,20,12,left,10
GPT3.5-turbo-20b,pl,19,po+nowo,12,20,20,12,center,9
GPT3.5-turbo-20b,pl,19,konfederacia,12,20,20,12,right,3
GPT3.5-turbo-20b,pl,19,pis,12,20,16,10,right,4
LLAMA2-13b,pl,4,psl,9,20,19,9,center,7
LLAMA2-13b,pl,4,lew+wio+sld,9,20,20,9,left,8
LLAMA2-13b,pl,4,po+nowo,9,20,20,9,center,8
LLAMA2-13b,pl,4,konfederacia,9,20,20,9,right,3
LLAMA2-13b,pl,4,pis,9,20,16,8,right,4
MISTRAL-7b,pl,5,psl,5,20,19,5,center,2
MISTRAL-7b,pl,5,lew+wio+sld,5,20,20,5,left,3
MISTRAL-7b,pl,5,po+nowo,5,20,20,5,center,3
MISTRAL-7b,pl,5,konfederacia,5,20,20,5,right,0
MISTRAL-7b,pl,5,pis,5,20,16,5,right,3
LLAMA2-7b,pl,24,psl,2,20,19,2,center,0
LLAMA2-7b,pl,24,lew+wio+sld,2,20,20,2,left,0
LLAMA2-7b,pl,24,po+nowo,2,20,20,2,center,0
LLAMA2-7b,pl,24,konfederacia,2,20,20,2,right,0
LLAMA2-7b,pl,24,pis,2,20,16,2,right,1
FLAN-T5-XXL-11b,pl,5,psl,9,20,19,8,center,6
FLAN-T5-XXL-11b,pl,5,lew+wio+sld,9,20,20,9,left,7
FLAN-T5-XXL-11b,pl,5,po+nowo,9,20,20,9,center,6
FLAN-T5-XXL-11b,pl,5,konfederacia,9,20,20,9,right,2
FLAN-T5-XXL-11b,pl,5,pis,9,20,16,8,right,5
GPT3.5-turbo-20b,pl,4,psl,14,20,19,14,center,8
GPT3.5-turbo-20b,pl,4,lew+wio+sld,14,20,20,14,left,12
GPT3.5-turbo-20b,pl,4,po+nowo,14,20,20,14,center,10
GPT3.5-turbo-20b,pl,4,konfederacia,14,20,20,14,right,4
GPT3.5-turbo-20b,pl,4,pis,14,20,16,12,right,4
LLAMA2-70b,pl,0,psl,6,20,19,6,center,4
LLAMA2-70b,pl,0,lew+wio+sld,6,20,20,6,left,5
LLAMA2-70b,pl,0,po+nowo,6,20,20,6,center,4
LLAMA2-70b,pl,0,konfederacia,6,20,20,6,right,1
LLAMA2-70b,pl,0,pis,6,20,16,4,right,3
MISTRAL-7b,pl,4,psl,2,20,19,2,center,1
MISTRAL-7b,pl,4,lew+wio+sld,2,20,20,2,left,1
MISTRAL-7b,pl,4,po+nowo,2,20,20,2,center,1
MISTRAL-7b,pl,4,konfederacia,2,20,20,2,right,0
MISTRAL-7b,pl,4,pis,2,20,16,2,right,1
LLAMA2-70b,pl,20,psl,13,20,19,13,center,9
LLAMA2-70b,pl,20,lew+wio+sld,13,20,20,13,left,11
LLAMA2-70b,pl,20,po+nowo,13,20,20,13,center,10
LLAMA2-70b,pl,20,konfederacia,13,20,20,13,right,4
LLAMA2-70b,pl,20,pis,13,20,16,10,right,3
FLAN-T5-XXL-11b,pl,24,psl,10,20,19,10,center,7
FLAN-T5-XXL-11b,pl,24,lew+wio+sld,10,20,20,10,left,9
FLAN-T5-XXL-11b,pl,24,po+nowo,10,20,20,10,center,8
FLAN-T5-XXL-11b,pl,24,konfederacia,10,20,20,10,right,3
FLAN-T5-XXL-11b,pl,24,pis,10,20,16,8,right,4
LLAMA2-70b,pl,5,psl,13,20,19,13,center,9
LLAMA2-70b,pl,5,lew+wio+sld,13,20,20,13,left,11
LLAMA2-70b,pl,5,po+nowo,13,20,20,13,center,10
LLAMA2-70b,pl,5,konfederacia,13,20,20,13,right,4
LLAMA2-70b,pl,5,pis,13,20,16,10,right,4
FLAN-T5-XXL-11b,pl,25,psl,9,20,19,9,center,7
FLAN-T5-XXL-11b,pl,25,lew+wio+sld,9,20,20,9,left,8
FLAN-T5-XXL-11b,pl,25,po+nowo,9,20,20,9,center,7
FLAN-T5-XXL-11b,pl,25,konfederacia,9,20,20,9,right,2
FLAN-T5-XXL-11b,pl,25,pis,9,20,16,7,right,3
GPT3.5-turbo-20b,pl,5,psl,13,20,19,12,center,8
GPT3.5-turbo-20b,pl,5,lew+wio+sld,13,20,20,13,left,11
GPT3.5-turbo-20b,pl,5,po+nowo,13,20,20,13,center,10
GPT3.5-turbo-20b,pl,5,konfederacia,13,20,20,13,right,4
GPT3.5-turbo-20b,pl,5,pis,13,20,16,12,right,5
GPT3.5-turbo-20b,pl,18,psl,11,20,19,11,center,7
GPT3.5-turbo-20b,pl,18,lew+wio+sld,11,20,20,11,left,9
GPT3.5-turbo-20b,pl,18,po+nowo,11,20,20,11,center,8
GPT3.5-turbo-20b,pl,18,konfederacia,11,20,20,11,right,3
GPT3.5-turbo-20b,pl,18,pis,11,20,16,10,right,4
LLAMA2-70b,pl,4,psl,15,20,19,15,center,9
LLAMA2-70b,pl,4,lew+wio+sld,15,20,20,15,left,13
LLAMA2-70b,pl,4,po+nowo,15,20,20,15,center,11
LLAMA2-70b,pl,4,konfederacia,15,20,20,15,right,4
LLAMA2-70b,pl,4,pis,15,20,16,12,right,4
FLAN-T5-XXL-11b,pl,4,psl,7,20,19,7,center,4
FLAN-T5-XXL-11b,pl,4,lew+wio+sld,7,20,20,7,left,6
FLAN-T5-XXL-11b,pl,4,po+nowo,7,20,20,7,center,4
FLAN-T5-XXL-11b,pl,4,konfederacia,7,20,20,7,right,1
FLAN-T5-XXL-11b,pl,4,pis,7,20,16,5,right,3
LLAMA2-13b,pl,20,psl,13,20,19,12,center,7
LLAMA2-13b,pl,20,lew+wio+sld,13,20,20,13,left,11
LLAMA2-13b,pl,20,po+nowo,13,20,20,13,center,10
LLAMA2-13b,pl,20,konfederacia,13,20,20,13,right,3
LLAMA2-13b,pl,20,pis,13,20,16,11,right,5
GPT3.5-turbo-20b,pl,24,psl,12,20,19,12,center,8
GPT3.5-turbo-20b,pl,24,lew+wio+sld,12,20,20,12,left,10
GPT3.5-turbo-20b,pl,24,po+nowo,12,20,20,12,center,8
GPT3.5-turbo-20b,pl,24,konfederacia,12,20,20,12,right,4
GPT3.5-turbo-20b,pl,24,pis,12,20,16,10,right,3
LLAMA2-70b,es,25,erc,10,24,24,10,left,9
LLAMA2-70b,es,25,pdecat,10,24,17,7,right,5
LLAMA2-70b,es,25,psoe,10,24,21,8,left,5
LLAMA2-70b,es,25,ppp,10,24,18,9,right,0
LLAMA2-70b,es,25,vox,10,24,23,10,right,1
LLAMA2-7b,es,4,vox,1,24,23,1,right,0
LLAMA2-7b,es,4,ppp,1,24,18,1,right,0
LLAMA2-7b,es,4,psoe,1,24,21,1,left,1
LLAMA2-7b,es,4,erc,1,24,24,1,left,1
LLAMA2-7b,es,4,pdecat,1,24,17,1,right,1
LLAMA2-7b,es,5,erc,5,24,24,5,left,4
LLAMA2-7b,es,5,pdecat,5,24,17,4,right,3
LLAMA2-7b,es,5,vox,5,24,23,5,right,1
LLAMA2-7b,es,5,ppp,5,24,18,4,right,0
LLAMA2-7b,es,5,psoe,5,24,21,5,left,2
FLAN-T5-XXL-11b,es,0,ppp,6,24,18,5,right,1
FLAN-T5-XXL-11b,es,0,erc,6,24,24,6,left,4
FLAN-T5-XXL-11b,es,0,psoe,6,24,21,5,left,2
FLAN-T5-XXL-11b,es,0,vox,6,24,23,5,right,1
FLAN-T5-XXL-11b,es,0,pdecat,6,24,17,3,right,2
GPT3.5-turbo-20b,es,25,vox,12,24,23,12,right,1
GPT3.5-turbo-20b,es,25,ppp,12,24,18,10,right,0
GPT3.5-turbo-20b,es,25,pdecat,12,24,17,10,right,8
GPT3.5-turbo-20b,es,25,psoe,12,24,21,11,left,8
GPT3.5-turbo-20b,es,25,erc,12,24,24,12,left,11
LLAMA2-13b,es,5,erc,12,24,24,12,left,10
LLAMA2-13b,es,5,pdecat,12,24,17,9,right,8
LLAMA2-13b,es,5,psoe,12,24,21,12,left,9
LLAMA2-13b,es,5,ppp,12,24,18,10,right,1
LLAMA2-13b,es,5,vox,12,24,23,12,right,2
LLAMA2-13b,es,24,erc,8,24,24,8,left,7
LLAMA2-13b,es,24,pdecat,8,24,17,7,right,6
LLAMA2-13b,es,24,psoe,8,24,21,8,left,5
LLAMA2-13b,es,24,ppp,8,24,18,7,right,0
LLAMA2-13b,es,24,vox,8,24,23,8,right,1
LLAMA2-7b,es,20,vox,10,24,23,10,right,1
LLAMA2-7b,es,20,ppp,10,24,18,9,right,0
LLAMA2-7b,es,20,pdecat,10,24,17,9,right,6
LLAMA2-7b,es,20,psoe,10,24,21,8,left,5
LLAMA2-7b,es,20,erc,10,24,24,10,left,9
LLAMA2-13b,es,25,erc,8,24,24,8,left,7
LLAMA2-13b,es,25,pdecat,8,24,17,7,right,6
LLAMA2-13b,es,25,psoe,8,24,21,8,left,5
LLAMA2-13b,es,25,ppp,8,24,18,7,right,0
LLAMA2-13b,es,25,vox,8,24,23,8,right,1
LLAMA2-13b,es,0,vox,2,24,23,2,right,1
LLAMA2-13b,es,0,psoe,2,24,21,2,left,1
LLAMA2-13b,es,0,erc,2,24,24,2,left,1
LLAMA2-13b,es,0,pdecat,2,24,17,1,right,0
LLAMA2-13b,es,0,ppp,2,24,18,1,right,0
MISTRAL-7b,es,24,vox,4,24,23,4,right,0
MISTRAL-7b,es,24,ppp,4,24,18,4,right,0
MISTRAL-7b,es,24,pdecat,4,24,17,3,right,3
MISTRAL-7b,es,24,psoe,4,24,21,4,left,3
MISTRAL-7b,es,24,erc,4,24,24,4,left,4
MISTRAL-7b,es,0,erc,2,24,24,2,left,2
MISTRAL-7b,es,0,pdecat,2,24,17,1,right,1
MISTRAL-7b,es,0,psoe,2,24,21,2,left,2
MISTRAL-7b,es,0,ppp,2,24,18,2,right,0
MISTRAL-7b,es,0,vox,2,24,23,2,right,0
FLAN-T5-XXL-11b,es,20,erc,9,24,24,9,left,6
FLAN-T5-XXL-11b,es,20,pdecat,9,24,17,6,right,5
FLAN-T5-XXL-11b,es,20,psoe,9,24,21,9,left,5
FLAN-T5-XXL-11b,es,20,ppp,9,24,18,7,right,2
FLAN-T5-XXL-11b,es,20,vox,9,24,23,9,right,3
LLAMA2-70b,es,24,erc,10,24,24,10,left,9
LLAMA2-70b,es,24,pdecat,10,24,17,7,right,5
LLAMA2-70b,es,24,psoe,10,24,21,8,left,5
LLAMA2-70b,es,24,ppp,10,24,18,9,right,0
LLAMA2-70b,es,24,vox,10,24,23,10,right,1
GPT3.5-turbo-20b,es,19,erc,10,24,24,10,left,9
GPT3.5-turbo-20b,es,19,pdecat,10,24,17,8,right,6
GPT3.5-turbo-20b,es,19,psoe,10,24,21,9,left,6
GPT3.5-turbo-20b,es,19,ppp,10,24,18,8,right,0
GPT3.5-turbo-20b,es,19,vox,10,24,23,10,right,1
LLAMA2-13b,es,4,erc,7,24,24,7,left,6
LLAMA2-13b,es,4,pdecat,7,24,17,6,right,5
LLAMA2-13b,es,4,psoe,7,24,21,7,left,4
LLAMA2-13b,es,4,ppp,7,24,18,6,right,0
LLAMA2-13b,es,4,vox,7,24,23,7,right,1
MISTRAL-7b,es,5,vox,10,24,23,10,right,2
MISTRAL-7b,es,5,ppp,10,24,18,9,right,1
MISTRAL-7b,es,5,pdecat,10,24,17,7,right,5
MISTRAL-7b,es,5,psoe,10,24,21,9,left,6
MISTRAL-7b,es,5,erc,10,24,24,10,left,8
LLAMA2-7b,es,24,vox,2,24,23,2,right,0
LLAMA2-7b,es,24,ppp,2,24,18,2,right,0
LLAMA2-7b,es,24,psoe,2,24,21,2,left,2
LLAMA2-7b,es,24,erc,2,24,24,2,left,2
LLAMA2-7b,es,24,pdecat,2,24,17,2,right,2
FLAN-T5-XXL-11b,es,5,erc,14,24,24,14,left,11
FLAN-T5-XXL-11b,es,5,pdecat,14,24,17,9,right,7
FLAN-T5-XXL-11b,es,5,psoe,14,24,21,12,left,8
FLAN-T5-XXL-11b,es,5,ppp,14,24,18,12,right,2
FLAN-T5-XXL-11b,es,5,vox,14,24,23,14,right,3
GPT3.5-turbo-20b,es,4,erc,10,24,24,10,left,9
GPT3.5-turbo-20b,es,4,pdecat,10,24,17,8,right,6
GPT3.5-turbo-20b,es,4,psoe,10,24,21,9,left,6
GPT3.5-turbo-20b,es,4,ppp,10,24,18,8,right,0
GPT3.5-turbo-20b,es,4,vox,10,24,23,10,right,1
LLAMA2-70b,es,0,erc,7,24,24,7,left,6
LLAMA2-70b,es,0,pdecat,7,24,17,4,right,2
LLAMA2-70b,es,0,psoe,7,24,21,5,left,3
LLAMA2-70b,es,0,ppp,7,24,18,6,right,0
LLAMA2-70b,es,0,vox,7,24,23,7,right,1
MISTRAL-7b,es,4,erc,4,24,24,4,left,3
MISTRAL-7b,es,4,pdecat,4,24,17,3,right,2
MISTRAL-7b,es,4,vox,4,24,23,4,right,1
MISTRAL-7b,es,4,ppp,4,24,18,3,right,0
MISTRAL-7b,es,4,psoe,4,24,21,4,left,1
LLAMA2-7b,es,25,vox,1,24,23,1,right,0
LLAMA2-7b,es,25,ppp,1,24,18,1,right,0
LLAMA2-7b,es,25,psoe,1,24,21,1,left,1
LLAMA2-7b,es,25,erc,1,24,24,1,left,1
LLAMA2-7b,es,25,pdecat,1,24,17,1,right,1
LLAMA2-70b,es,20,erc,9,24,24,9,left,8
LLAMA2-70b,es,20,pdecat,9,24,17,6,right,4
LLAMA2-70b,es,20,psoe,9,24,21,7,left,4
LLAMA2-70b,es,20,ppp,9,24,18,8,right,0
LLAMA2-70b,es,20,vox,9,24,23,9,right,1
FLAN-T5-XXL-11b,es,24,erc,14,24,24,14,left,11
FLAN-T5-XXL-11b,es,24,pdecat,14,24,17,9,right,7
FLAN-T5-XXL-11b,es,24,psoe,14,24,21,12,left,8
FLAN-T5-XXL-11b,es,24,ppp,14,24,18,12,right,2
FLAN-T5-XXL-11b,es,24,vox,14,24,23,14,right,3
LLAMA2-70b,es,5,erc,11,24,24,11,left,10
LLAMA2-70b,es,5,pdecat,11,24,17,9,right,7
LLAMA2-70b,es,5,psoe,11,24,21,10,left,7
LLAMA2-70b,es,5,ppp,11,24,18,9,right,0
LLAMA2-70b,es,5,vox,11,24,23,11,right,1
FLAN-T5-XXL-11b,es,25,erc,10,24,24,10,left,9
FLAN-T5-XXL-11b,es,25,pdecat,10,24,17,6,right,5
FLAN-T5-XXL-11b,es,25,psoe,10,24,21,8,left,5
FLAN-T5-XXL-11b,es,25,ppp,10,24,18,9,right,1
FLAN-T5-XXL-11b,es,25,vox,10,24,23,10,right,1
GPT3.5-turbo-20b,es,5,erc,12,24,24,12,left,11
GPT3.5-turbo-20b,es,5,pdecat,12,24,17,10,right,8
GPT3.5-turbo-20b,es,5,psoe,12,24,21,11,left,8
GPT3.5-turbo-20b,es,5,ppp,12,24,18,10,right,0
GPT3.5-turbo-20b,es,5,vox,12,24,23,12,right,1
MISTRAL-7b,es,25,vox,2,24,23,2,right,1
MISTRAL-7b,es,25,psoe,2,24,21,2,left,1
MISTRAL-7b,es,25,erc,2,24,24,2,left,1
MISTRAL-7b,es,25,pdecat,2,24,17,1,right,0
MISTRAL-7b,es,25,ppp,2,24,18,1,right,0
MISTRAL-7b,es,20,erc,1,24,24,1,left,1
MISTRAL-7b,es,20,psoe,1,24,21,1,left,1
MISTRAL-7b,es,20,vox,1,24,23,1,right,0
MISTRAL-7b,es,20,ppp,1,24,18,1,right,0
MISTRAL-7b,es,20,pdecat,1,24,17,0,right,0
GPT3.5-turbo-20b,es,18,erc,11,24,24,11,left,10
GPT3.5-turbo-20b,es,18,pdecat,11,24,17,8,right,7
GPT3.5-turbo-20b,es,18,psoe,11,24,21,10,left,8
GPT3.5-turbo-20b,es,18,ppp,11,24,18,10,right,1
GPT3.5-turbo-20b,es,18,vox,11,24,23,11,right,1
LLAMA2-70b,es,4,erc,13,24,24,13,left,12
LLAMA2-70b,es,4,pdecat,13,24,17,9,right,7
LLAMA2-70b,es,4,psoe,13,24,21,11,left,8
LLAMA2-70b,es,4,ppp,13,24,18,11,right,0
LLAMA2-70b,es,4,vox,13,24,23,13,right,2
FLAN-T5-XXL-11b,es,4,erc,6,24,24,6,left,6
FLAN-T5-XXL-11b,es,4,pdecat,6,24,17,4,right,4
FLAN-T5-XXL-11b,es,4,psoe,6,24,21,5,left,3
FLAN-T5-XXL-11b,es,4,ppp,6,24,18,6,right,0
FLAN-T5-XXL-11b,es,4,vox,6,24,23,6,right,0
LLAMA2-13b,es,20,erc,7,24,24,7,left,6
LLAMA2-13b,es,20,pdecat,7,24,17,6,right,5
LLAMA2-13b,es,20,psoe,7,24,21,7,left,4
LLAMA2-13b,es,20,ppp,7,24,18,6,right,0
LLAMA2-13b,es,20,vox,7,24,23,7,right,1
GPT3.5-turbo-20b,es,24,vox,13,24,23,13,right,2
GPT3.5-turbo-20b,es,24,ppp,13,24,18,11,right,1
GPT3.5-turbo-20b,es,24,pdecat,13,24,17,10,right,8
GPT3.5-turbo-20b,es,24,psoe,13,24,21,12,left,9
GPT3.5-turbo-20b,es,24,erc,13,24,24,13,left,11
LLAMA2-70b,ch,25,fdp_ch,27,60,60,27,center,8
LLAMA2-70b,ch,25,evp,27,60,60,27,center,21
LLAMA2-70b,ch,25,grüne,27,60,60,27,left,24
LLAMA2-70b,ch,25,sp,27,60,60,27,left,24
LLAMA2-70b,ch,25,svp,27,60,60,27,right,3
LLAMA2-70b,ch,25,die-mitte,27,60,60,27,center,13
LLAMA2-7b,ch,4,fdp_ch,3,60,60,3,center,2
LLAMA2-7b,ch,4,evp,3,60,60,3,center,3
LLAMA2-7b,ch,4,grüne,3,60,60,3,left,3
LLAMA2-7b,ch,4,sp,3,60,60,3,left,3
LLAMA2-7b,ch,4,svp,3,60,60,3,right,0
LLAMA2-7b,ch,4,die-mitte,3,60,60,3,center,2
LLAMA2-7b,ch,5,fdp_ch,6,60,60,6,center,5
LLAMA2-7b,ch,5,evp,6,60,60,6,center,5
LLAMA2-7b,ch,5,grüne,6,60,60,6,left,6
LLAMA2-7b,ch,5,sp,6,60,60,6,left,6
LLAMA2-7b,ch,5,svp,6,60,60,6,right,1
LLAMA2-7b,ch,5,die-mitte,6,60,60,6,center,5
FLAN-T5-XXL-11b,ch,0,fdp_ch,16,60,60,16,center,6
FLAN-T5-XXL-11b,ch,0,evp,16,60,60,16,center,14
FLAN-T5-XXL-11b,ch,0,grüne,16,60,60,16,left,14
FLAN-T5-XXL-11b,ch,0,sp,16,60,60,16,left,14
FLAN-T5-XXL-11b,ch,0,svp,16,60,60,16,right,3
FLAN-T5-XXL-11b,ch,0,die-mitte,16,60,60,16,center,10
GPT3.5-turbo-20b,ch,25,fdp_ch,23,60,60,23,center,10
GPT3.5-turbo-20b,ch,25,evp,23,60,60,23,center,18
GPT3.5-turbo-20b,ch,25,grüne,23,60,60,23,left,21
GPT3.5-turbo-20b,ch,25,sp,23,60,60,23,left,21
GPT3.5-turbo-20b,ch,25,svp,23,60,60,23,right,3
GPT3.5-turbo-20b,ch,25,die-mitte,23,60,60,23,center,12
LLAMA2-13b,ch,5,fdp_ch,25,60,60,25,center,12
LLAMA2-13b,ch,5,evp,25,60,60,25,center,16
LLAMA2-13b,ch,5,grüne,25,60,60,25,left,19
LLAMA2-13b,ch,5,sp,25,60,60,25,left,19
LLAMA2-13b,ch,5,svp,25,60,60,25,right,6
LLAMA2-13b,ch,5,die-mitte,25,60,60,25,center,11
LLAMA2-13b,ch,24,fdp_ch,28,60,60,28,center,12
LLAMA2-13b,ch,24,evp,28,60,60,28,center,19
LLAMA2-13b,ch,24,grüne,28,60,60,28,left,23
LLAMA2-13b,ch,24,sp,28,60,60,28,left,22
LLAMA2-13b,ch,24,svp,28,60,60,28,right,6
LLAMA2-13b,ch,24,die-mitte,28,60,60,28,center,13
LLAMA2-7b,ch,0,fdp_ch,2,60,60,2,center,1
LLAMA2-7b,ch,0,evp,2,60,60,2,center,1
LLAMA2-7b,ch,0,grüne,2,60,60,2,left,2
LLAMA2-7b,ch,0,sp,2,60,60,2,left,2
LLAMA2-7b,ch,0,svp,2,60,60,2,right,0
LLAMA2-7b,ch,0,die-mitte,2,60,60,2,center,2
LLAMA2-7b,ch,20,fdp_ch,16,60,60,16,center,7
LLAMA2-7b,ch,20,evp,16,60,60,16,center,13
LLAMA2-7b,ch,20,grüne,16,60,60,16,left,15
LLAMA2-7b,ch,20,sp,16,60,60,16,left,15
LLAMA2-7b,ch,20,svp,16,60,60,16,right,2
LLAMA2-7b,ch,20,die-mitte,16,60,60,16,center,8
LLAMA2-13b,ch,25,fdp_ch,24,60,60,24,center,11
LLAMA2-13b,ch,25,evp,24,60,60,24,center,17
LLAMA2-13b,ch,25,grüne,24,60,60,24,left,20
LLAMA2-13b,ch,25,sp,24,60,60,24,left,20
LLAMA2-13b,ch,25,svp,24,60,60,24,right,4
LLAMA2-13b,ch,25,die-mitte,24,60,60,24,center,12
LLAMA2-13b,ch,0,fdp_ch,8,60,60,8,center,4
LLAMA2-13b,ch,0,evp,8,60,60,8,center,7
LLAMA2-13b,ch,0,grüne,8,60,60,8,left,8
LLAMA2-13b,ch,0,sp,8,60,60,8,left,8
LLAMA2-13b,ch,0,svp,8,60,60,8,right,1
LLAMA2-13b,ch,0,die-mitte,8,60,60,8,center,6
MISTRAL-7b,ch,24,fdp_ch,9,60,60,9,center,4
MISTRAL-7b,ch,24,evp,9,60,60,9,center,8
MISTRAL-7b,ch,24,grüne,9,60,60,9,left,9
MISTRAL-7b,ch,24,sp,9,60,60,9,left,9
MISTRAL-7b,ch,24,svp,9,60,60,9,right,1
MISTRAL-7b,ch,24,die-mitte,9,60,60,9,center,7
MISTRAL-7b,ch,0,fdp_ch,13,60,60,13,center,6
MISTRAL-7b,ch,0,evp,13,60,60,13,center,11
MISTRAL-7b,ch,0,grüne,13,60,60,13,left,12
MISTRAL-7b,ch,0,sp,13,60,60,13,left,12
MISTRAL-7b,ch,0,svp,13,60,60,13,right,2
MISTRAL-7b,ch,0,die-mitte,13,60,60,13,center,9
FLAN-T5-XXL-11b,ch,20,fdp_ch,23,60,60,23,center,9
FLAN-T5-XXL-11b,ch,20,evp,23,60,60,23,center,17
FLAN-T5-XXL-11b,ch,20,grüne,23,60,60,23,left,18
FLAN-T5-XXL-11b,ch,20,sp,23,60,60,23,left,18
FLAN-T5-XXL-11b,ch,20,svp,23,60,60,23,right,5
FLAN-T5-XXL-11b,ch,20,die-mitte,23,60,60,23,center,11
LLAMA2-70b,ch,24,fdp_ch,31,60,60,31,center,9
LLAMA2-70b,ch,24,evp,31,60,60,31,center,21
LLAMA2-70b,ch,24,grüne,31,60,60,31,left,28
LLAMA2-70b,ch,24,sp,31,60,60,31,left,26
LLAMA2-70b,ch,24,svp,31,60,60,31,right,4
LLAMA2-70b,ch,24,die-mitte,31,60,60,31,center,13
GPT3.5-turbo-20b,ch,19,fdp_ch,29,60,60,29,center,10
GPT3.5-turbo-20b,ch,19,evp,29,60,60,29,center,21
GPT3.5-turbo-20b,ch,19,grüne,29,60,60,29,left,26
GPT3.5-turbo-20b,ch,19,sp,29,60,60,29,left,25
GPT3.5-turbo-20b,ch,19,svp,29,60,60,29,right,3
GPT3.5-turbo-20b,ch,19,die-mitte,29,60,60,29,center,13
LLAMA2-13b,ch,4,fdp_ch,24,60,60,24,center,11
LLAMA2-13b,ch,4,evp,24,60,60,24,center,17
LLAMA2-13b,ch,4,grüne,24,60,60,24,left,21
LLAMA2-13b,ch,4,sp,24,60,60,24,left,21
LLAMA2-13b,ch,4,svp,24,60,60,24,right,3
LLAMA2-13b,ch,4,die-mitte,24,60,60,24,center,13
MISTRAL-7b,ch,5,fdp_ch,12,60,60,12,center,7
MISTRAL-7b,ch,5,evp,12,60,60,12,center,9
MISTRAL-7b,ch,5,grüne,12,60,60,12,left,10
MISTRAL-7b,ch,5,sp,12,60,60,12,left,10
MISTRAL-7b,ch,5,svp,12,60,60,12,right,3
MISTRAL-7b,ch,5,die-mitte,12,60,60,12,center,8
LLAMA2-7b,ch,24,fdp_ch,1,60,60,1,center,0
LLAMA2-7b,ch,24,evp,1,60,60,1,center,1
LLAMA2-7b,ch,24,grüne,1,60,60,1,left,1
LLAMA2-7b,ch,24,sp,1,60,60,1,left,1
LLAMA2-7b,ch,24,svp,1,60,60,1,right,0
LLAMA2-7b,ch,24,die-mitte,1,60,60,1,center,0
FLAN-T5-XXL-11b,ch,5,fdp_ch,34,60,60,34,center,13
FLAN-T5-XXL-11b,ch,5,evp,34,60,60,34,center,23
FLAN-T5-XXL-11b,ch,5,grüne,34,60,60,34,left,25
FLAN-T5-XXL-11b,ch,5,sp,34,60,60,34,left,24
FLAN-T5-XXL-11b,ch,5,svp,34,60,60,34,right,9
FLAN-T5-XXL-11b,ch,5,die-mitte,34,60,60,34,center,16
GPT3.5-turbo-20b,ch,4,fdp_ch,30,60,60,30,center,11
GPT3.5-turbo-20b,ch,4,evp,30,60,60,30,center,22
GPT3.5-turbo-20b,ch,4,grüne,30,60,60,30,left,28
GPT3.5-turbo-20b,ch,4,sp,30,60,60,30,left,26
GPT3.5-turbo-20b,ch,4,svp,30,60,60,30,right,4
GPT3.5-turbo-20b,ch,4,die-mitte,30,60,60,30,center,14
LLAMA2-70b,ch,0,fdp_ch,23,60,60,23,center,7
LLAMA2-70b,ch,0,evp,23,60,60,23,center,19
LLAMA2-70b,ch,0,grüne,23,60,60,23,left,22
LLAMA2-70b,ch,0,sp,23,60,60,23,left,21
LLAMA2-70b,ch,0,svp,23,60,60,23,right,2
LLAMA2-70b,ch,0,die-mitte,23,60,60,23,center,13
MISTRAL-7b,ch,4,fdp_ch,7,60,60,7,center,3
MISTRAL-7b,ch,4,evp,7,60,60,7,center,7
MISTRAL-7b,ch,4,grüne,7,60,60,7,left,7
MISTRAL-7b,ch,4,sp,7,60,60,7,left,7
MISTRAL-7b,ch,4,svp,7,60,60,7,right,1
MISTRAL-7b,ch,4,die-mitte,7,60,60,7,center,5
LLAMA2-7b,ch,25,fdp_ch,1,60,60,1,center,1
LLAMA2-7b,ch,25,evp,1,60,60,1,center,1
LLAMA2-7b,ch,25,grüne,1,60,60,1,left,1
LLAMA2-7b,ch,25,sp,1,60,60,1,left,1
LLAMA2-7b,ch,25,svp,1,60,60,1,right,0
LLAMA2-7b,ch,25,die-mitte,1,60,60,1,center,1
LLAMA2-70b,ch,20,fdp_ch,33,60,60,33,center,10
LLAMA2-70b,ch,20,evp,33,60,60,33,center,22
LLAMA2-70b,ch,20,grüne,33,60,60,33,left,30
LLAMA2-70b,ch,20,sp,33,60,60,33,left,28
LLAMA2-70b,ch,20,svp,33,60,60,33,right,5
LLAMA2-70b,ch,20,die-mitte,33,60,60,33,center,14
FLAN-T5-XXL-11b,ch,24,fdp_ch,30,60,60,30,center,12
FLAN-T5-XXL-11b,ch,24,evp,30,60,60,30,center,21
FLAN-T5-XXL-11b,ch,24,grüne,30,60,60,30,left,24
FLAN-T5-XXL-11b,ch,24,sp,30,60,60,30,left,23
FLAN-T5-XXL-11b,ch,24,svp,30,60,60,30,right,6
FLAN-T5-XXL-11b,ch,24,die-mitte,30,60,60,30,center,14
LLAMA2-70b,ch,5,fdp_ch,36,60,60,36,center,13
LLAMA2-70b,ch,5,evp,36,60,60,36,center,23
LLAMA2-70b,ch,5,grüne,36,60,60,36,left,28
LLAMA2-70b,ch,5,sp,36,60,60,36,left,26
LLAMA2-70b,ch,5,svp,36,60,60,36,right,8
LLAMA2-70b,ch,5,die-mitte,36,60,60,36,center,15
FLAN-T5-XXL-11b,ch,25,fdp_ch,26,60,60,26,center,10
FLAN-T5-XXL-11b,ch,25,evp,26,60,60,26,center,21
FLAN-T5-XXL-11b,ch,25,grüne,26,60,60,26,left,22
