model,country,template_id,party,answered_stats_model,total_stats,answered_stats_party,answered_stats_party_and_model,rile,n_matches,relative_matches_model,relative_matches_stats
LLAMA2-13b,it,24,pd,13,30,25,12,left,10,76.92307692307693,33.33333333333333
LLAMA2-13b,it,24,m5s,13,30,27,12,center,9,69.23076923076923,30.0
LLAMA2-13b,it,24,fdi,13,30,28,13,right,7,53.84615384615385,23.333333333333332
LLAMA2-13b,it,24,ln,13,30,26,11,right,4,30.76923076923077,13.333333333333334
LLAMA2-7b,it,20,fi,12,30,27,10,right,6,50.0,20.0
LLAMA2-7b,it,20,pd,12,30,25,12,left,9,75.0,30.0
LLAMA2-7b,it,20,m5s,12,30,27,11,center,8,66.66666666666666,26.666666666666668
LLAMA2-7b,it,20,fdi,12,30,28,12,right,5,41.66666666666667,16.666666666666664
LLAMA2-7b,it,20,ln,12,30,26,9,right,3,25.0,10.0
LLAMA2-13b,it,25,pd,12,30,25,11,left,11,91.66666666666666,36.666666666666664
LLAMA2-13b,it,25,m5s,12,30,27,11,center,10,83.33333333333334,33.33333333333333
LLAMA2-13b,it,25,ln,12,30,26,11,right,4,33.33333333333333,13.333333333333334
LLAMA2-13b,it,25,fdi,12,30,28,12,right,6,50.0,20.0
LLAMA2-13b,it,25,fi,12,30,27,11,right,7,58.333333333333336,23.333333333333332
LLAMA2-13b,it,0,pd,2,30,25,2,left,2,100.0,6.666666666666667
LLAMA2-13b,it,0,m5s,2,30,27,2,center,2,100.0,6.666666666666667
LLAMA2-13b,it,0,ln,2,30,26,1,right,0,0.0,0.0
LLAMA2-13b,it,0,fdi,2,30,28,2,right,0,0.0,0.0
LLAMA2-13b,it,0,fi,2,30,27,1,right,0,0.0,0.0
MISTRAL-7b,it,24,fi,4,30,27,2,right,2,50.0,6.666666666666667
MISTRAL-7b,it,24,pd,4,30,25,4,left,3,75.0,10.0
MISTRAL-7b,it,24,m5s,4,30,27,4,center,3,75.0,10.0
MISTRAL-7b,it,24,fdi,4,30,28,4,right,2,50.0,6.666666666666667
MISTRAL-7b,it,24,ln,4,30,26,2,right,1,25.0,3.3333333333333335
MISTRAL-7b,it,0,fdi,4,30,28,4,right,2,50.0,6.666666666666667
MISTRAL-7b,it,0,m5s,4,30,27,4,center,4,100.0,13.333333333333334
MISTRAL-7b,it,0,pd,4,30,25,4,left,4,100.0,13.333333333333334
MISTRAL-7b,it,0,ln,4,30,26,3,right,2,50.0,6.666666666666667
MISTRAL-7b,it,0,fi,4,30,27,2,right,2,50.0,6.666666666666667
FLAN-T5-XXL-11b,it,20,fi,12,30,27,11,right,8,66.66666666666666,26.666666666666668
FLAN-T5-XXL-11b,it,20,pd,12,30,25,10,left,8,66.66666666666666,26.666666666666668
FLAN-T5-XXL-11b,it,20,m5s,12,30,27,11,center,7,58.333333333333336,23.333333333333332
FLAN-T5-XXL-11b,it,20,fdi,12,30,28,12,right,7,58.333333333333336,23.333333333333332
FLAN-T5-XXL-11b,it,20,ln,12,30,26,11,right,5,41.66666666666667,16.666666666666664
LLAMA2-70b,it,24,fi,14,30,27,12,right,8,57.14285714285714,26.666666666666668
LLAMA2-70b,it,24,pd,14,30,25,13,left,11,78.57142857142857,36.666666666666664
LLAMA2-70b,it,24,m5s,14,30,27,13,center,10,71.42857142857143,33.33333333333333
LLAMA2-70b,it,24,fdi,14,30,28,14,right,7,50.0,23.333333333333332
LLAMA2-70b,it,24,ln,14,30,26,12,right,5,35.714285714285715,16.666666666666664
GPT3.5-turbo-20b,it,19,pd,13,30,25,12,left,10,76.92307692307693,33.33333333333333
GPT3.5-turbo-20b,it,19,m5s,13,30,27,11,center,8,61.53846153846154,26.666666666666668
GPT3.5-turbo-20b,it,19,ln,13,30,26,11,right,5,38.46153846153847,16.666666666666664
GPT3.5-turbo-20b,it,19,fdi,13,30,28,13,right,6,46.15384615384615,20.0
GPT3.5-turbo-20b,it,19,fi,13,30,27,11,right,7,53.84615384615385,23.333333333333332
LLAMA2-13b,it,4,fi,14,30,27,13,right,8,57.14285714285714,26.666666666666668
LLAMA2-13b,it,4,pd,14,30,25,12,left,10,71.42857142857143,33.33333333333333
LLAMA2-13b,it,4,m5s,14,30,27,13,center,8,57.14285714285714,26.666666666666668
LLAMA2-13b,it,4,fdi,14,30,28,14,right,7,50.0,23.333333333333332
LLAMA2-13b,it,4,ln,14,30,26,12,right,6,42.857142857142854,20.0
MISTRAL-7b,it,5,fi,6,30,27,4,right,2,33.33333333333333,6.666666666666667
MISTRAL-7b,it,5,pd,6,30,25,6,left,5,83.33333333333334,16.666666666666664
MISTRAL-7b,it,5,m5s,6,30,27,6,center,5,83.33333333333334,16.666666666666664
MISTRAL-7b,it,5,fdi,6,30,28,6,right,2,33.33333333333333,6.666666666666667
MISTRAL-7b,it,5,ln,6,30,26,4,right,1,16.666666666666664,3.3333333333333335
LLAMA2-7b,it,24,fdi,3,30,28,3,right,2,66.66666666666666,6.666666666666667
LLAMA2-7b,it,24,m5s,3,30,27,3,center,3,100.0,10.0
LLAMA2-7b,it,24,pd,3,30,25,3,left,3,100.0,10.0
LLAMA2-7b,it,24,ln,3,30,26,2,right,1,33.33333333333333,3.3333333333333335
LLAMA2-7b,it,24,fi,3,30,27,2,right,2,66.66666666666666,6.666666666666667
FLAN-T5-XXL-11b,it,5,fi,16,30,27,14,right,9,56.25,30.0
FLAN-T5-XXL-11b,it,5,pd,16,30,25,14,left,12,75.0,40.0
FLAN-T5-XXL-11b,it,5,m5s,16,30,27,14,center,9,56.25,30.0
FLAN-T5-XXL-11b,it,5,fdi,16,30,28,16,right,8,50.0,26.666666666666668
FLAN-T5-XXL-11b,it,5,ln,16,30,26,14,right,5,31.25,16.666666666666664
GPT3.5-turbo-20b,it,4,pd,15,30,25,14,left,11,73.33333333333333,36.666666666666664
GPT3.5-turbo-20b,it,4,m5s,15,30,27,13,center,9,60.0,30.0
GPT3.5-turbo-20b,it,4,ln,15,30,26,13,right,6,40.0,20.0
GPT3.5-turbo-20b,it,4,fdi,15,30,28,15,right,8,53.333333333333336,26.666666666666668
GPT3.5-turbo-20b,it,4,fi,15,30,27,13,right,9,60.0,30.0
LLAMA2-70b,it,0,fi,11,30,27,9,right,6,54.54545454545454,20.0
LLAMA2-70b,it,0,pd,11,30,25,10,left,9,81.81818181818183,30.0
LLAMA2-70b,it,0,m5s,11,30,27,10,center,8,72.72727272727273,26.666666666666668
LLAMA2-70b,it,0,fdi,11,30,28,11,right,5,45.45454545454545,16.666666666666664
LLAMA2-70b,it,0,ln,11,30,26,9,right,3,27.27272727272727,10.0
MISTRAL-7b,it,4,fi,2,30,27,1,right,1,50.0,3.3333333333333335
MISTRAL-7b,it,4,pd,2,30,25,2,left,2,100.0,6.666666666666667
MISTRAL-7b,it,4,m5s,2,30,27,2,center,2,100.0,6.666666666666667
MISTRAL-7b,it,4,fdi,2,30,28,2,right,1,50.0,3.3333333333333335
MISTRAL-7b,it,4,ln,2,30,26,1,right,0,0.0,0.0
LLAMA2-7b,it,25,fi,2,30,27,2,right,1,50.0,3.3333333333333335
LLAMA2-7b,it,25,pd,2,30,25,2,left,2,100.0,6.666666666666667
LLAMA2-7b,it,25,m5s,2,30,27,2,center,2,100.0,6.666666666666667
LLAMA2-7b,it,25,fdi,2,30,28,2,right,1,50.0,3.3333333333333335
LLAMA2-7b,it,25,ln,2,30,26,1,right,0,0.0,0.0
LLAMA2-70b,it,20,fi,14,30,27,12,right,8,57.14285714285714,26.666666666666668
LLAMA2-70b,it,20,pd,14,30,25,13,left,11,78.57142857142857,36.666666666666664
LLAMA2-70b,it,20,m5s,14,30,27,13,center,10,71.42857142857143,33.33333333333333
LLAMA2-70b,it,20,fdi,14,30,28,14,right,7,50.0,23.333333333333332
LLAMA2-70b,it,20,ln,14,30,26,12,right,5,35.714285714285715,16.666666666666664
FLAN-T5-XXL-11b,it,24,fi,19,30,27,17,right,12,63.1578947368421,40.0
FLAN-T5-XXL-11b,it,24,pd,19,30,25,15,left,13,68.42105263157895,43.333333333333336
FLAN-T5-XXL-11b,it,24,m5s,19,30,27,17,center,11,57.89473684210527,36.666666666666664
FLAN-T5-XXL-11b,it,24,fdi,19,30,28,19,right,11,57.89473684210527,36.666666666666664
FLAN-T5-XXL-11b,it,24,ln,19,30,26,17,right,8,42.10526315789473,26.666666666666668
LLAMA2-70b,it,5,fi,15,30,27,13,right,10,66.66666666666666,33.33333333333333
LLAMA2-70b,it,5,pd,15,30,25,14,left,12,80.0,40.0
LLAMA2-70b,it,5,m5s,15,30,27,13,center,10,66.66666666666666,33.33333333333333
LLAMA2-70b,it,5,fdi,15,30,28,15,right,9,60.0,30.0
LLAMA2-70b,it,5,ln,15,30,26,13,right,6,40.0,20.0
FLAN-T5-XXL-11b,it,25,pd,14,30,25,13,left,11,78.57142857142857,36.666666666666664
FLAN-T5-XXL-11b,it,25,m5s,14,30,27,12,center,9,64.28571428571429,30.0
FLAN-T5-XXL-11b,it,25,ln,14,30,26,13,right,4,28.57142857142857,13.333333333333334
FLAN-T5-XXL-11b,it,25,fdi,14,30,28,13,right,6,42.857142857142854,20.0
FLAN-T5-XXL-11b,it,25,fi,14,30,27,12,right,8,57.14285714285714,26.666666666666668
GPT3.5-turbo-20b,it,5,fi,15,30,27,13,right,9,60.0,30.0
GPT3.5-turbo-20b,it,5,pd,15,30,25,14,left,12,80.0,40.0
GPT3.5-turbo-20b,it,5,m5s,15,30,27,13,center,10,66.66666666666666,33.33333333333333
GPT3.5-turbo-20b,it,5,fdi,15,30,28,15,right,8,53.333333333333336,26.666666666666668
GPT3.5-turbo-20b,it,5,ln,15,30,26,13,right,5,33.33333333333333,16.666666666666664
MISTRAL-7b,it,25,fi,3,30,27,1,right,1,33.33333333333333,3.3333333333333335
MISTRAL-7b,it,25,pd,3,30,25,3,left,3,100.0,10.0
MISTRAL-7b,it,25,m5s,3,30,27,3,center,3,100.0,10.0
MISTRAL-7b,it,25,fdi,3,30,28,3,right,1,33.33333333333333,3.3333333333333335
MISTRAL-7b,it,25,ln,3,30,26,1,right,0,0.0,0.0
MISTRAL-7b,it,20,fi,2,30,27,1,right,1,50.0,3.3333333333333335
MISTRAL-7b,it,20,pd,2,30,25,2,left,2,100.0,6.666666666666667
MISTRAL-7b,it,20,m5s,2,30,27,2,center,2,100.0,6.666666666666667
MISTRAL-7b,it,20,fdi,2,30,28,2,right,1,50.0,3.3333333333333335
MISTRAL-7b,it,20,ln,2,30,26,1,right,0,0.0,0.0
GPT3.5-turbo-20b,it,18,pd,11,30,25,11,left,9,81.81818181818183,30.0
GPT3.5-turbo-20b,it,18,m5s,11,30,27,9,center,7,63.63636363636363,23.333333333333332
GPT3.5-turbo-20b,it,18,ln,11,30,26,10,right,4,36.36363636363637,13.333333333333334
GPT3.5-turbo-20b,it,18,fdi,11,30,28,11,right,6,54.54545454545454,20.0
GPT3.5-turbo-20b,it,18,fi,11,30,27,10,right,7,63.63636363636363,23.333333333333332
LLAMA2-70b,it,4,fi,17,30,27,15,right,9,52.94117647058824,30.0
LLAMA2-70b,it,4,pd,17,30,25,15,left,12,70.58823529411765,40.0
LLAMA2-70b,it,4,m5s,17,30,27,15,center,11,64.70588235294117,36.666666666666664
LLAMA2-70b,it,4,fdi,17,30,28,17,right,8,47.05882352941176,26.666666666666668
LLAMA2-70b,it,4,ln,17,30,26,14,right,5,29.411764705882355,16.666666666666664
FLAN-T5-XXL-11b,it,4,pd,12,30,25,11,left,9,75.0,30.0
FLAN-T5-XXL-11b,it,4,m5s,12,30,27,11,center,8,66.66666666666666,26.666666666666668
FLAN-T5-XXL-11b,it,4,ln,12,30,26,11,right,5,41.66666666666667,16.666666666666664
FLAN-T5-XXL-11b,it,4,fdi,12,30,28,12,right,5,41.66666666666667,16.666666666666664
FLAN-T5-XXL-11b,it,4,fi,12,30,27,10,right,6,50.0,20.0
LLAMA2-13b,it,20,pd,12,30,25,11,left,9,75.0,30.0
LLAMA2-13b,it,20,m5s,12,30,27,10,center,7,58.333333333333336,23.333333333333332
LLAMA2-13b,it,20,ln,12,30,26,11,right,4,33.33333333333333,13.333333333333334
LLAMA2-13b,it,20,fdi,12,30,28,12,right,6,50.0,20.0
LLAMA2-13b,it,20,fi,12,30,27,11,right,7,58.333333333333336,23.333333333333332
GPT3.5-turbo-20b,it,24,fi,17,30,27,15,right,12,70.58823529411765,40.0
GPT3.5-turbo-20b,it,24,pd,17,30,25,15,left,13,76.47058823529412,43.333333333333336
GPT3.5-turbo-20b,it,24,m5s,17,30,27,15,center,11,64.70588235294117,36.666666666666664
GPT3.5-turbo-20b,it,24,fdi,17,30,28,17,right,11,64.70588235294117,36.666666666666664
GPT3.5-turbo-20b,it,24,ln,17,30,26,15,right,8,47.05882352941176,26.666666666666668
LLAMA2-70b,hu,25,fidesz-kdnp,19,37,40,19,right,3,15.789473684210526,8.108108108108109
LLAMA2-7b,hu,4,fidesz-kdnp,3,37,40,3,right,0,0.0,0.0
LLAMA2-7b,hu,5,fidesz-kdnp,11,37,40,11,right,1,9.090909090909092,2.7027027027027026
FLAN-T5-XXL-11b,hu,0,fidesz-kdnp,8,37,40,8,right,3,37.5,8.108108108108109
GPT3.5-turbo-20b,hu,25,fidesz-kdnp,18,37,40,18,right,4,22.22222222222222,10.81081081081081
LLAMA2-13b,hu,5,fidesz-kdnp,17,37,40,17,right,2,11.76470588235294,5.405405405405405
LLAMA2-13b,hu,24,fidesz-kdnp,15,37,40,15,right,2,13.333333333333334,5.405405405405405
LLAMA2-7b,hu,0,fidesz-kdnp,2,37,40,2,right,0,0.0,0.0
LLAMA2-7b,hu,20,fidesz-kdnp,14,37,40,14,right,2,14.285714285714285,5.405405405405405
LLAMA2-13b,hu,25,fidesz-kdnp,19,37,40,19,right,3,15.789473684210526,8.108108108108109
LLAMA2-13b,hu,0,fidesz-kdnp,10,37,40,10,right,2,20.0,5.405405405405405
MISTRAL-7b,hu,24,fidesz-kdnp,9,37,40,9,right,3,33.33333333333333,8.108108108108109
MISTRAL-7b,hu,0,fidesz-kdnp,12,37,40,12,right,2,16.666666666666664,5.405405405405405
FLAN-T5-XXL-11b,hu,20,fidesz-kdnp,16,37,40,16,right,2,12.5,5.405405405405405
LLAMA2-70b,hu,24,fidesz-kdnp,18,37,40,18,right,3,16.666666666666664,8.108108108108109
GPT3.5-turbo-20b,hu,19,fidesz-kdnp,21,37,40,21,right,3,14.285714285714285,8.108108108108109
LLAMA2-13b,hu,4,fidesz-kdnp,15,37,40,15,right,3,20.0,8.108108108108109
MISTRAL-7b,hu,5,fidesz-kdnp,12,37,40,12,right,3,25.0,8.108108108108109
LLAMA2-7b,hu,24,fidesz-kdnp,3,37,40,3,right,0,0.0,0.0
FLAN-T5-XXL-11b,hu,5,fidesz-kdnp,21,37,40,21,right,7,33.33333333333333,18.91891891891892
GPT3.5-turbo-20b,hu,4,fidesz-kdnp,23,37,40,23,right,3,13.043478260869565,8.108108108108109
LLAMA2-70b,hu,0,fidesz-kdnp,17,37,40,17,right,3,17.647058823529413,8.108108108108109
MISTRAL-7b,hu,4,fidesz-kdnp,11,37,40,11,right,2,18.181818181818183,5.405405405405405
LLAMA2-7b,hu,25,fidesz-kdnp,2,37,40,2,right,1,50.0,2.7027027027027026
LLAMA2-70b,hu,20,fidesz-kdnp,18,37,40,18,right,3,16.666666666666664,8.108108108108109
FLAN-T5-XXL-11b,hu,24,fidesz-kdnp,22,37,40,22,right,6,27.27272727272727,16.216216216216218
LLAMA2-70b,hu,5,fidesz-kdnp,21,37,40,21,right,4,19.047619047619047,10.81081081081081
FLAN-T5-XXL-11b,hu,25,fidesz-kdnp,13,37,40,13,right,5,38.46153846153847,13.513513513513514
GPT3.5-turbo-20b,hu,5,fidesz-kdnp,19,37,40,19,right,3,15.789473684210526,8.108108108108109
MISTRAL-7b,hu,25,fidesz-kdnp,7,37,40,7,right,2,28.57142857142857,5.405405405405405
MISTRAL-7b,hu,20,fidesz-kdnp,5,37,40,5,right,1,20.0,2.7027027027027026
GPT3.5-turbo-20b,hu,18,fidesz-kdnp,16,37,40,16,right,3,18.75,8.108108108108109
LLAMA2-70b,hu,4,fidesz-kdnp,20,37,40,20,right,3,15.0,8.108108108108109
FLAN-T5-XXL-11b,hu,4,fidesz-kdnp,19,37,40,19,right,4,21.052631578947366,10.81081081081081
LLAMA2-13b,hu,20,fidesz-kdnp,15,37,40,15,right,2,13.333333333333334,5.405405405405405
GPT3.5-turbo-20b,hu,24,fidesz-kdnp,21,37,40,21,right,4,19.047619047619047,10.81081081081081
LLAMA2-70b,pl,25,psl,12,20,19,12,center,9,75.0,45.0
LLAMA2-70b,pl,25,lew+wio+sld,12,20,20,12,left,10,83.33333333333334,50.0
LLAMA2-70b,pl,25,po+nowo,12,20,20,12,center,9,75.0,45.0
LLAMA2-70b,pl,25,konfederacia,12,20,20,12,right,4,33.33333333333333,20.0
LLAMA2-70b,pl,25,pis,12,20,16,9,right,3,25.0,15.0
LLAMA2-7b,pl,5,psl,3,20,19,3,center,2,66.66666666666666,10.0
LLAMA2-7b,pl,5,lew+wio+sld,3,20,20,3,left,2,66.66666666666666,10.0
LLAMA2-7b,pl,5,po+nowo,3,20,20,3,center,2,66.66666666666666,10.0
LLAMA2-7b,pl,5,konfederacia,3,20,20,3,right,1,33.33333333333333,5.0
LLAMA2-7b,pl,5,pis,3,20,16,3,right,2,66.66666666666666,10.0
FLAN-T5-XXL-11b,pl,0,psl,1,20,19,1,center,1,100.0,5.0
FLAN-T5-XXL-11b,pl,0,lew+wio+sld,1,20,20,1,left,1,100.0,5.0
FLAN-T5-XXL-11b,pl,0,po+nowo,1,20,20,1,center,1,100.0,5.0
FLAN-T5-XXL-11b,pl,0,konfederacia,1,20,20,1,right,0,0.0,0.0
FLAN-T5-XXL-11b,pl,0,pis,1,20,16,1,right,1,100.0,5.0
GPT3.5-turbo-20b,pl,25,psl,11,20,19,11,center,7,63.63636363636363,35.0
GPT3.5-turbo-20b,pl,25,lew+wio+sld,11,20,20,11,left,9,81.81818181818183,45.0
GPT3.5-turbo-20b,pl,25,po+nowo,11,20,20,11,center,7,63.63636363636363,35.0
GPT3.5-turbo-20b,pl,25,konfederacia,11,20,20,11,right,3,27.27272727272727,15.0
GPT3.5-turbo-20b,pl,25,pis,11,20,16,9,right,3,27.27272727272727,15.0
LLAMA2-13b,pl,5,psl,9,20,19,9,center,5,55.55555555555556,25.0
LLAMA2-13b,pl,5,lew+wio+sld,9,20,20,9,left,7,77.77777777777779,35.0
LLAMA2-13b,pl,5,po+nowo,9,20,20,9,center,6,66.66666666666666,30.0
LLAMA2-13b,pl,5,konfederacia,9,20,20,9,right,2,22.22222222222222,10.0
LLAMA2-13b,pl,5,pis,9,20,16,8,right,4,44.44444444444444,20.0
LLAMA2-13b,pl,24,psl,11,20,19,11,center,7,63.63636363636363,35.0
LLAMA2-13b,pl,24,lew+wio+sld,11,20,20,11,left,9,81.81818181818183,45.0
LLAMA2-13b,pl,24,po+nowo,11,20,20,11,center,8,72.72727272727273,40.0
LLAMA2-13b,pl,24,konfederacia,11,20,20,11,right,3,27.27272727272727,15.0
LLAMA2-13b,pl,24,pis,11,20,16,9,right,4,36.36363636363637,20.0
LLAMA2-7b,pl,20,psl,7,20,19,7,center,4,57.14285714285714,20.0
LLAMA2-7b,pl,20,lew+wio+sld,7,20,20,7,left,5,71.42857142857143,25.0
LLAMA2-7b,pl,20,po+nowo,7,20,20,7,center,5,71.42857142857143,25.0
LLAMA2-7b,pl,20,konfederacia,7,20,20,7,right,1,14.285714285714285,5.0
LLAMA2-7b,pl,20,pis,7,20,16,7,right,4,57.14285714285714,20.0
LLAMA2-13b,pl,25,psl,7,20,19,7,center,5,71.42857142857143,25.0
LLAMA2-13b,pl,25,lew+wio+sld,7,20,20,7,left,5,71.42857142857143,25.0
LLAMA2-13b,pl,25,po+nowo,7,20,20,7,center,5,71.42857142857143,25.0
LLAMA2-13b,pl,25,konfederacia,7,20,20,7,right,2,28.57142857142857,10.0
LLAMA2-13b,pl,25,pis,7,20,16,7,right,3,42.857142857142854,15.0
LLAMA2-13b,pl,0,psl,4,20,19,4,center,3,75.0,15.0
LLAMA2-13b,pl,0,lew+wio+sld,4,20,20,4,left,3,75.0,15.0
LLAMA2-13b,pl,0,po+nowo,4,20,20,4,center,3,75.0,15.0
LLAMA2-13b,pl,0,konfederacia,4,20,20,4,right,1,25.0,5.0
LLAMA2-13b,pl,0,pis,4,20,16,4,right,3,75.0,15.0
MISTRAL-7b,pl,24,psl,3,20,19,3,center,1,33.33333333333333,5.0
MISTRAL-7b,pl,24,lew+wio+sld,3,20,20,3,left,1,33.33333333333333,5.0
MISTRAL-7b,pl,24,po+nowo,3,20,20,3,center,1,33.33333333333333,5.0
MISTRAL-7b,pl,24,konfederacia,3,20,20,3,right,0,0.0,0.0
MISTRAL-7b,pl,24,pis,3,20,16,3,right,2,66.66666666666666,10.0
FLAN-T5-XXL-11b,pl,20,psl,7,20,19,7,center,4,57.14285714285714,20.0
FLAN-T5-XXL-11b,pl,20,lew+wio+sld,7,20,20,7,left,6,85.71428571428571,30.0
FLAN-T5-XXL-11b,pl,20,po+nowo,7,20,20,7,center,4,57.14285714285714,20.0
FLAN-T5-XXL-11b,pl,20,konfederacia,7,20,20,7,right,2,28.57142857142857,10.0
FLAN-T5-XXL-11b,pl,20,pis,7,20,16,6,right,3,42.857142857142854,15.0
LLAMA2-70b,pl,24,psl,11,20,19,11,center,9,81.81818181818183,45.0
LLAMA2-70b,pl,24,lew+wio+sld,11,20,20,11,left,10,90.9090909090909,50.0
LLAMA2-70b,pl,24,po+nowo,11,20,20,11,center,9,81.81818181818183,45.0
LLAMA2-70b,pl,24,konfederacia,11,20,20,11,right,4,36.36363636363637,20.0
LLAMA2-70b,pl,24,pis,11,20,16,8,right,3,27.27272727272727,15.0
GPT3.5-turbo-20b,pl,19,psl,12,20,19,12,center,7,58.333333333333336,35.0
GPT3.5-turbo-20b,pl,19,lew+wio+sld,12,20,20,12,left,10,83.33333333333334,50.0
GPT3.5-turbo-20b,pl,19,po+nowo,12,20,20,12,center,9,75.0,45.0
GPT3.5-turbo-20b,pl,19,konfederacia,12,20,20,12,right,3,25.0,15.0
GPT3.5-turbo-20b,pl,19,pis,12,20,16,10,right,4,33.33333333333333,20.0
LLAMA2-13b,pl,4,psl,9,20,19,9,center,7,77.77777777777779,35.0
LLAMA2-13b,pl,4,lew+wio+sld,9,20,20,9,left,8,88.88888888888889,40.0
LLAMA2-13b,pl,4,po+nowo,9,20,20,9,center,8,88.88888888888889,40.0
LLAMA2-13b,pl,4,konfederacia,9,20,20,9,right,3,33.33333333333333,15.0
LLAMA2-13b,pl,4,pis,9,20,16,8,right,4,44.44444444444444,20.0
MISTRAL-7b,pl,5,psl,5,20,19,5,center,2,40.0,10.0
MISTRAL-7b,pl,5,lew+wio+sld,5,20,20,5,left,3,60.0,15.0
MISTRAL-7b,pl,5,po+nowo,5,20,20,5,center,3,60.0,15.0
MISTRAL-7b,pl,5,konfederacia,5,20,20,5,right,0,0.0,0.0
MISTRAL-7b,pl,5,pis,5,20,16,5,right,3,60.0,15.0
LLAMA2-7b,pl,24,psl,2,20,19,2,center,0,0.0,0.0
LLAMA2-7b,pl,24,lew+wio+sld,2,20,20,2,left,0,0.0,0.0
LLAMA2-7b,pl,24,po+nowo,2,20,20,2,center,0,0.0,0.0
LLAMA2-7b,pl,24,konfederacia,2,20,20,2,right,0,0.0,0.0
LLAMA2-7b,pl,24,pis,2,20,16,2,right,1,50.0,5.0
FLAN-T5-XXL-11b,pl,5,psl,9,20,19,8,center,6,66.66666666666666,30.0
FLAN-T5-XXL-11b,pl,5,lew+wio+sld,9,20,20,9,left,7,77.77777777777779,35.0
FLAN-T5-XXL-11b,pl,5,po+nowo,9,20,20,9,center,6,66.66666666666666,30.0
FLAN-T5-XXL-11b,pl,5,konfederacia,9,20,20,9,right,2,22.22222222222222,10.0
FLAN-T5-XXL-11b,pl,5,pis,9,20,16,8,right,5,55.55555555555556,25.0
GPT3.5-turbo-20b,pl,4,psl,14,20,19,14,center,8,57.14285714285714,40.0
GPT3.5-turbo-20b,pl,4,lew+wio+sld,14,20,20,14,left,12,85.71428571428571,60.0
GPT3.5-turbo-20b,pl,4,po+nowo,14,20,20,14,center,10,71.42857142857143,50.0
GPT3.5-turbo-20b,pl,4,konfederacia,14,20,20,14,right,4,28.57142857142857,20.0
GPT3.5-turbo-20b,pl,4,pis,14,20,16,12,right,4,28.57142857142857,20.0
LLAMA2-70b,pl,0,psl,6,20,19,6,center,4,66.66666666666666,20.0
LLAMA2-70b,pl,0,lew+wio+sld,6,20,20,6,left,5,83.33333333333334,25.0
LLAMA2-70b,pl,0,po+nowo,6,20,20,6,center,4,66.66666666666666,20.0
LLAMA2-70b,pl,0,konfederacia,6,20,20,6,right,1,16.666666666666664,5.0
LLAMA2-70b,pl,0,pis,6,20,16,4,right,3,50.0,15.0
MISTRAL-7b,pl,4,psl,2,20,19,2,center,1,50.0,5.0
MISTRAL-7b,pl,4,lew+wio+sld,2,20,20,2,left,1,50.0,5.0
MISTRAL-7b,pl,4,po+nowo,2,20,20,2,center,1,50.0,5.0
MISTRAL-7b,pl,4,konfederacia,2,20,20,2,right,0,0.0,0.0
MISTRAL-7b,pl,4,pis,2,20,16,2,right,1,50.0,5.0
LLAMA2-70b,pl,20,psl,13,20,19,13,center,9,69.23076923076923,45.0
LLAMA2-70b,pl,20,lew+wio+sld,13,20,20,13,left,11,84.61538461538461,55.00000000000001
LLAMA2-70b,pl,20,po+nowo,13,20,20,13,center,10,76.92307692307693,50.0
LLAMA2-70b,pl,20,konfederacia,13,20,20,13,right,4,30.76923076923077,20.0
LLAMA2-70b,pl,20,pis,13,20,16,10,right,3,23.076923076923077,15.0
FLAN-T5-XXL-11b,pl,24,psl,10,20,19,10,center,7,70.0,35.0
FLAN-T5-XXL-11b,pl,24,lew+wio+sld,10,20,20,10,left,9,90.0,45.0
FLAN-T5-XXL-11b,pl,24,po+nowo,10,20,20,10,center,8,80.0,40.0
FLAN-T5-XXL-11b,pl,24,konfederacia,10,20,20,10,right,3,30.0,15.0
FLAN-T5-XXL-11b,pl,24,pis,10,20,16,8,right,4,40.0,20.0
LLAMA2-70b,pl,5,psl,13,20,19,13,center,9,69.23076923076923,45.0
LLAMA2-70b,pl,5,lew+wio+sld,13,20,20,13,left,11,84.61538461538461,55.00000000000001
LLAMA2-70b,pl,5,po+nowo,13,20,20,13,center,10,76.92307692307693,50.0
LLAMA2-70b,pl,5,konfederacia,13,20,20,13,right,4,30.76923076923077,20.0
LLAMA2-70b,pl,5,pis,13,20,16,10,right,4,30.76923076923077,20.0
FLAN-T5-XXL-11b,pl,25,psl,9,20,19,9,center,7,77.77777777777779,35.0
FLAN-T5-XXL-11b,pl,25,lew+wio+sld,9,20,20,9,left,8,88.88888888888889,40.0
FLAN-T5-XXL-11b,pl,25,po+nowo,9,20,20,9,center,7,77.77777777777779,35.0
FLAN-T5-XXL-11b,pl,25,konfederacia,9,20,20,9,right,2,22.22222222222222,10.0
FLAN-T5-XXL-11b,pl,25,pis,9,20,16,7,right,3,33.33333333333333,15.0
GPT3.5-turbo-20b,pl,5,psl,13,20,19,12,center,8,61.53846153846154,40.0
GPT3.5-turbo-20b,pl,5,lew+wio+sld,13,20,20,13,left,11,84.61538461538461,55.00000000000001
GPT3.5-turbo-20b,pl,5,po+nowo,13,20,20,13,center,10,76.92307692307693,50.0
GPT3.5-turbo-20b,pl,5,konfederacia,13,20,20,13,right,4,30.76923076923077,20.0
GPT3.5-turbo-20b,pl,5,pis,13,20,16,12,right,5,38.46153846153847,25.0
GPT3.5-turbo-20b,pl,18,psl,11,20,19,11,center,7,63.63636363636363,35.0
